errs,losses,valid_losses
"[0.24947016 0.1883668  0.13818027 0.12532672 0.1366833  0.16504478
 0.158805   0.14695494 0.13725582 0.13980263 0.12790008 0.13378385
 0.1183915  0.11972718 0.10964913 0.10900985 0.10249598 0.10258838
 0.09495728 0.08350203 0.08806536 0.08077667 0.08040684 0.06543049
 0.06973684 0.06606498 0.0664878  0.05763319 0.05870713 0.04797149
 0.04574411 0.04699871 0.05789167 0.04412099 0.04964858 0.04448484
 0.04895659 0.05267332 0.04770079 0.0491552  0.05202138 0.05210509
 0.05065404 0.04954663 0.04908103 0.05524858 0.05453011 0.05623549
 0.04853785 0.05098685 0.04925416 0.04602423 0.0420862  0.05035103
 0.0424956  0.04499279 0.04546994 0.04867015 0.04967295 0.04842836
 0.04162587 0.04684606 0.0504584  0.05632865 0.05641225 0.05589258
 0.06036519 0.06397836 0.05756137 0.05830005 0.05127158 0.06027188
 0.05919413 0.06033235 0.05921053 0.05913331 0.05896005 0.06431343
 0.05439449 0.05565673 0.06126932 0.07214896 0.07329001 0.07992281
 0.0764319  0.08286438 0.07553005 0.07825764 0.07798033 0.07721126
 0.0770597  0.07098629 0.07069483 0.0699888  0.06956687 0.07071988
 0.07593432 0.07094058 0.06278928 0.06003289 0.05402141 0.05109569
 0.05575322 0.04936961 0.04046575 0.03745091 0.04178869 0.03818139
 0.04318861 0.04429575 0.04393943 0.04436461 0.04401962 0.04508599
 0.04597091 0.05196101 0.05508015 0.06006601 0.06788051 0.07264254
 0.07241718 0.07227018 0.07688811 0.08019622 0.08223685 0.07489426
 0.08817726 0.09093946 0.09052428 0.08856276 0.09006734 0.09781199
 0.09653103 0.09811652 0.10294837 0.10858373 0.11506692 0.11382057
 0.11924076 0.12453006 0.1327843  0.12132832 0.11698828 0.11764438
 0.13895194 0.12814306 0.1141246  0.12391091 0.13191009]",average_loss,11.73898670077324
"[0.24947022 0.18169892 0.1583199  0.11969405 0.13384753 0.16218935
 0.1642272  0.15028492 0.13997757 0.13334116 0.12886819 0.14212671
 0.12444035 0.13130252 0.1145224  0.12343198 0.11391675 0.10155004
 0.09238014 0.09267459 0.08560645 0.08311294 0.08009715 0.07114138
 0.06907894 0.06708528 0.06418486 0.06668501 0.06597228 0.06030702
 0.05013572 0.04072641 0.05016    0.05054313 0.04811621 0.04941423
 0.04907459 0.04672197 0.04217273 0.0485945  0.04697933 0.04884172
 0.05290613 0.05004035 0.04986425 0.05428594 0.05274643 0.0541191
 0.05290808 0.046875   0.04505192 0.04628243 0.04546141 0.04397387
 0.04029212 0.04386798 0.03862851 0.042937   0.03751127 0.04203216
 0.03685434 0.04600199 0.04267133 0.04649729 0.06005896 0.0582956
 0.06372209 0.06141216 0.05575155 0.05991542 0.06112415 0.06115046
 0.05847725 0.05500978 0.05701754 0.0600399  0.06187147 0.06255622
 0.05056782 0.05418821 0.05901806 0.07232594 0.06667972 0.07716378
 0.07561324 0.0828345  0.07728552 0.07575557 0.07293615 0.07492691
 0.07427202 0.07009242 0.07069483 0.06705177 0.07043251 0.06834035
 0.07198323 0.07168291 0.06518359 0.05674342 0.05407127 0.05371598
 0.0541564  0.0519481  0.04412072 0.04182371 0.04025155 0.043294
 0.04368545 0.04354815 0.04604807 0.04436461 0.04696999 0.04436461
 0.0452558  0.05196101 0.05616642 0.06054514 0.06442517 0.06647478
 0.07185471 0.06755168 0.07287657 0.07953303 0.07828949 0.07424159
 0.08752973 0.09158194 0.08542433 0.08951165 0.08811799 0.09739666
 0.09704021 0.09834668 0.09563841 0.10556032 0.11146532 0.11143687
 0.11628257 0.12041824 0.13220106 0.11611612 0.12586097 0.12906618
 0.13668333 0.1242002  0.10908969 0.11668739 0.12031968]",losses,11.732028514146805
"[0.18544684 0.16391799 0.12083784 0.11434302 0.14462338 0.16161823
 0.16340564 0.14420408 0.12539662 0.12041823 0.12338215 0.12871854
 0.11746801 0.11687651 0.11391326 0.10693859 0.10322342 0.1030037
 0.09997935 0.09046055 0.08469575 0.07651297 0.07550811 0.07048871
 0.07434211 0.06371825 0.05727608 0.05917392 0.05280127 0.04454496
 0.04734917 0.05300967 0.05207694 0.05446314 0.05731038 0.05434363
 0.04956634 0.05568764 0.05311486 0.05270634 0.05581212 0.05656501
 0.05912616 0.06195975 0.05900167 0.06374042 0.05901483 0.0567394
 0.05332351 0.04523026 0.05125755 0.05051047 0.04901258 0.04616304
 0.04580082 0.0543038  0.05231138 0.0578247  0.05132717 0.05208333
 0.0500177  0.05462359 0.05869559 0.05686654 0.06303585 0.06087662
 0.06120811 0.0611172  0.06193145 0.05859375 0.05635914 0.06317125
 0.06216408 0.06021538 0.05592105 0.05714465 0.0572922  0.06273195
 0.06065499 0.06241189 0.06912662 0.0788447  0.07565612 0.0779648
 0.0774738  0.0874663  0.08115654 0.0778959  0.0726332  0.07447002
 0.0858057  0.07727428 0.07893247 0.07651901 0.07523294 0.0721476
 0.07451065 0.07055328 0.05760978 0.05592105 0.05249267 0.05311129
 0.05510769 0.04957589 0.04359857 0.0418237  0.03794585 0.04644858
 0.0441823  0.04616478 0.04804273 0.04795861 0.05068747 0.04292186
 0.0452558  0.04841632 0.05865845 0.06054514 0.06373411 0.0685307
 0.07117507 0.06822576 0.07287657 0.08203277 0.08026315 0.07701544
 0.08558712 0.08836957 0.09061535 0.08951166 0.09000126 0.09801967
 0.09704021 0.09259318 0.09624756 0.10556032 0.11206558 0.11024505
 0.12198376 0.12041825 0.13045135 0.11669526 0.11583808 0.1165022
 0.13895193 0.12814307 0.11356515 0.1239109  0.12639084]",average_loss,11.882188081741333
"[0.24781442 0.18336593 0.15720104 0.15912269 0.13214609 0.16218935
 0.16480227 0.15028495 0.14736533 0.14215228 0.13338612 0.14093485
 0.12384006 0.12542845 0.11391326 0.12281828 0.10907929 0.10155003
 0.09238016 0.08856275 0.08815644 0.08194482 0.07781671 0.06967287
 0.07105263 0.06907488 0.06619064 0.06283317 0.06086323 0.04660088
 0.04701478 0.0435141  0.05508015 0.05096016 0.0493421  0.04929401
 0.04757974 0.04672197 0.04154584 0.04523027 0.04674012 0.04992951
 0.05791076 0.05391945 0.04855889 0.05645188 0.05293328 0.05553003
 0.04945177 0.046875   0.04754394 0.04489461 0.04490154 0.04911368
 0.04225951 0.04352429 0.04193288 0.04651251 0.04474089 0.04568714
 0.04155013 0.04669533 0.04798274 0.05698607 0.0605799  0.05589257
 0.05961099 0.06217908 0.05606054 0.06211819 0.05845574 0.0604476
 0.06043771 0.06147292 0.06140351 0.0623795  0.0622226  0.06220479
 0.05555275 0.05462876 0.06091618 0.07155902 0.07697227 0.0782318
 0.0744969  0.07841187 0.0768354  0.07545412 0.07193641 0.07218568
 0.07401162 0.07413028 0.07413881 0.06589571 0.06996034 0.07071988
 0.07028763 0.06758398 0.06019953 0.05592105 0.05244281 0.05049101
 0.05670452 0.0495759  0.04281538 0.03917887 0.03794585 0.04525202
 0.0441823  0.04616478 0.0487836  0.0479586  0.04846485 0.04292186
 0.04239539 0.04770739 0.05795557 0.06054514 0.06442519 0.0678454
 0.06969859 0.0695739  0.07488234 0.08019622 0.07828946 0.07766812
 0.08752973 0.08836956 0.08934037 0.09140942 0.09062903 0.09531997
 0.10013182 0.09688912 0.10233919 0.10616501 0.11506693 0.11322463
 0.11983237 0.12511747 0.13336754 0.12074919 0.11526301 0.13020836
 0.13781762 0.12476347 0.10964915 0.12002134 0.12363121]",losses,11.641129791736603
"[0.25057402 0.18669982 0.13650195 0.12588999 0.135549   0.16276042
 0.1576548  0.14753407 0.12870163 0.13157894 0.12553355 0.14570224
 0.12624115 0.12378719 0.10721249 0.12381554 0.10671513 0.10134239
 0.09244623 0.08698127 0.08424041 0.07884925 0.07846426 0.07097822
 0.07171052 0.07106446 0.06752782 0.06215909 0.06086323 0.05139803
 0.04759438 0.04469015 0.04945712 0.04854142 0.04791189 0.04941424
 0.04980237 0.04896338 0.03869633 0.04597787 0.04950036 0.05341043
 0.05331722 0.04831238 0.04777569 0.05466413 0.05373169 0.05714252
 0.04772363 0.04934211 0.04847235 0.04760572 0.04518947 0.05254021
 0.0405282  0.04149336 0.04072282 0.04561863 0.04383718 0.046144
 0.03792982 0.04630344 0.0466774  0.05599995 0.05708205 0.05393455
 0.05885679 0.05875745 0.05791451 0.06079653 0.05474637 0.06141406
 0.05925266 0.06147291 0.05811404 0.06346156 0.06115459 0.06317126
 0.05531818 0.05448192 0.05937121 0.07616051 0.07329002 0.0786768
 0.07903668 0.08062318 0.07706047 0.07771503 0.07328456 0.07447003
 0.0734449  0.06830466 0.07269606 0.06764542 0.06759948 0.07309942
 0.07423871 0.07390988 0.06181202 0.05509868 0.05412112 0.05139803
 0.05430928 0.0495759  0.04412073 0.03621665 0.03871441 0.043294
 0.04493676 0.04616477 0.04804273 0.04795861 0.04624224 0.04364324
 0.0438256  0.04841632 0.05654981 0.05915129 0.06638691 0.06647478
 0.06833933 0.06822576 0.07555094 0.08085944 0.07960527 0.07766812
 0.08558711 0.08708462 0.08870286 0.08887904 0.08874574 0.09801966
 0.0964219  0.09382058 0.0974659  0.10556032 0.11086506 0.11084095
 0.11687421 0.11983082 0.13161783 0.11495784 0.11411284 0.12621073
 0.13554901 0.12307367 0.13314538 0.11335347 0.12252738]",average_loss,11.691869914531708
"[0.24891828 0.14780404 0.1337048  0.11969403 0.1332804  0.16104715
 0.15247908 0.15086405 0.1325899  0.13510339 0.12650166 0.14272264
 0.11751418 0.12076376 0.10903997 0.11376607 0.10846097 0.09760432
 0.08805189 0.08603239 0.08560646 0.07937491 0.07750702 0.06640951
 0.06842107 0.06575887 0.06351627 0.06442206 0.06098041 0.05139803
 0.04886505 0.04259938 0.04664561 0.04983419 0.04597091 0.04725011
 0.04765842 0.04676061 0.04080497 0.04784689 0.0499972  0.04884172
 0.05061829 0.04894714 0.04412072 0.05407966 0.05339194 0.05230506
 0.05031586 0.04769737 0.0458826  0.04415229 0.04674111 0.04606786
 0.03903299 0.04411794 0.04104861 0.04472476 0.04474088 0.04751461
 0.03885384 0.04591155 0.04856788 0.05695619 0.05551918 0.05384555
 0.05866456 0.05772506 0.05857664 0.0581532  0.04930693 0.05702106
 0.05919413 0.05594561 0.05701754 0.05805125 0.06109608 0.05869041
 0.05323622 0.05125117 0.05888564 0.06893382 0.07229921 0.07992281
 0.0771017  0.08477686 0.07706047 0.07240943 0.07343604 0.07309942
 0.07295475 0.06599291 0.07125331 0.06705177 0.06870122 0.06919698
 0.07043161 0.06861677 0.05868477 0.05756579 0.05402142 0.05190193
 0.05065694 0.05036663 0.04490392 0.03589927 0.0375705  0.04090086
 0.04042836 0.04429575 0.04530719 0.04436461 0.04624224 0.04436461
 0.04597091 0.05196101 0.0568693  0.06193899 0.06511624 0.0678454
 0.07389364 0.06957391 0.07688811 0.08218583 0.08157895 0.07766812
 0.08688219 0.08901203 0.09061535 0.09140942 0.08874574 0.09801966
 0.09704022 0.09773296 0.09746591 0.106165   0.11206558 0.11084095
 0.11628259 0.12159305 0.1327843  0.10989042 0.11468792 0.11707328
 0.13668333 0.12589    0.11188686 0.12279961 0.12639084]",losses,11.464074581861496
"[0.24229513 0.18614417 0.13594253 0.12082058 0.13441467 0.1639026
 0.15592957 0.14463839 0.13608935 0.14097747 0.11805747 0.13944507
 0.11599042 0.12439185 0.10721248 0.11867574 0.10187766 0.10071936
 0.09119073 0.08824646 0.08296542 0.07884925 0.07716919 0.07097822
 0.06842107 0.07106446 0.06515061 0.05898134 0.06086323 0.04523026
 0.04494159 0.04212025 0.05297152 0.04612269 0.05056799 0.04737033
 0.05113987 0.05414183 0.04781477 0.04728619 0.05428478 0.0551509
 0.0548901  0.05109828 0.05378028 0.05999301 0.05422433 0.05522769
 0.05016631 0.04851974 0.04285308 0.04705704 0.04971642 0.04816186
 0.04643038 0.05255409 0.05342835 0.05298543 0.05279762 0.05071272
 0.04716992 0.05299573 0.05410437 0.05531264 0.05715647 0.05233254
 0.05620971 0.05852149 0.05804693 0.05800635 0.05127157 0.06018402
 0.05907709 0.05702768 0.05701754 0.05708617 0.05919413 0.05912971
 0.05694561 0.05169173 0.06263772 0.07155903 0.07499065 0.07654079
 0.07419922 0.0835218  0.07908601 0.0771724  0.07058826 0.06944445
 0.07122394 0.0680889  0.07558157 0.06823908 0.06996034 0.07052952
 0.0725431  0.07242523 0.06259383 0.05756579 0.05330689 0.05039022
 0.05240666 0.05036663 0.04412072 0.03621665 0.03871442 0.04449057
 0.04017074 0.04205294 0.04667496 0.04869287 0.0477371  0.04292186
 0.0431105  0.05254484 0.05763608 0.05963043 0.06293159 0.0678454
 0.06845649 0.06755169 0.0695336  0.08004319 0.075      0.07505743
 0.08170193 0.08761027 0.08879393 0.08571611 0.08679637 0.09365863
 0.09631278 0.09466445 0.09320176 0.10072286 0.1060629  0.10666952
 0.12139212 0.11806864 0.12578544 0.11090394 0.12011013 0.12735291
 0.13157897 0.12138386 0.10573307 0.11168651 0.11756005]",average_loss,11.480460345745087
"[0.24450289 0.21781647 0.15048778 0.15630636 0.14122051 0.1850329
 0.17022447 0.15708974 0.15300326 0.14920111 0.1373124  0.13676344
 0.13229004 0.12888378 0.11086745 0.12097717 0.11020682 0.098435
 0.09112465 0.08887904 0.08761001 0.08311295 0.07750701 0.07326258
 0.06710526 0.06575888 0.06284768 0.06466281 0.06313653 0.05482456
 0.05289998 0.04399323 0.04843476 0.05125208 0.04341697 0.04712988
 0.04907459 0.04888609 0.04143187 0.04653858 0.04924273 0.0500383
 0.05367469 0.05004035 0.05038637 0.05428594 0.05594008 0.05573159
 0.05031586 0.04851974 0.04754395 0.04405545 0.04320594 0.04464014
 0.03793125 0.04649256 0.03807003 0.04651253 0.04244334 0.04568714
 0.03927797 0.04443442 0.04987324 0.05441617 0.0589426  0.05322255
 0.05862018 0.05816752 0.06012161 0.05874061 0.05266443 0.05816324
 0.06026214 0.05813898 0.05921053 0.05916255 0.06233965 0.05798752
 0.05891026 0.05683153 0.06365299 0.07135256 0.07697226 0.0782318
 0.07419921 0.08382062 0.07683541 0.07771503 0.07058826 0.07447003
 0.07039682 0.0680889  0.07469729 0.06883273 0.06736339 0.0711958
 0.07028764 0.07390989 0.06019953 0.05838816 0.05412112 0.05039022
 0.05305219 0.05016035 0.04333751 0.03699247 0.03948298 0.04133599
 0.04017074 0.04205293 0.04456633 0.04436461 0.04624224 0.04364323
 0.0445407  0.04912525 0.05654981 0.05984822 0.06373412 0.06921601
 0.07117507 0.06822576 0.07287655 0.07886983 0.08092105 0.07636277
 0.0849396  0.08708461 0.08542433 0.08951165 0.08749022 0.09469697
 0.0934394  0.09443428 0.09807506 0.106165   0.11326612 0.11203282
 0.11805747 0.12218045 0.13220108 0.1178535  0.11353776 0.11536001
 0.13611618 0.12645327 0.11132742 0.11946567 0.12307931]",losses,11.539083033800125
"[0.25002208 0.14613709 0.13594253 0.12082058 0.13498184 0.16333154
 0.15420432 0.14290099 0.13433963 0.13569081 0.12257537 0.1415308
 0.12263956 0.11955439 0.10416666 0.12013331 0.10547849 0.10071937
 0.09426343 0.08571609 0.08360291 0.08130233 0.07716917 0.07032554
 0.06644736 0.06907488 0.06685923 0.06442206 0.06018358 0.04728618
 0.04355945 0.04399323 0.04913763 0.05054313 0.0452558  0.04712988
 0.04689132 0.04598771 0.0400641  0.04635167 0.04747618 0.05319288
 0.05558717 0.05190936 0.04568714 0.05665816 0.05514166 0.05401832
 0.05285823 0.04605263 0.04427011 0.041538   0.04390978 0.04444978
 0.04005603 0.04299312 0.04007126 0.042937   0.03980882 0.04020467
 0.03593033 0.03921925 0.04267133 0.04583987 0.05492379 0.05678258
 0.06225806 0.05899343 0.0531913  0.05800635 0.05707756 0.05675748
 0.05527322 0.05074    0.05701754 0.05998142 0.05748239 0.06361055
 0.05264976 0.05991541 0.05526598 0.06970073 0.06767052 0.07440477
 0.07881341 0.08343215 0.07170404 0.07271086 0.0762838  0.07766814
 0.07370528 0.06852043 0.06901937 0.06380229 0.06405818 0.0680548
 0.06691242 0.0703919  0.0563882  0.05180921 0.05392172 0.05180115
 0.051948   0.0471693  0.04464286 0.04055418 0.03873229 0.03850773
 0.04068599 0.04448266 0.04405341 0.04293474 0.04470804 0.04496575
 0.04505149 0.05337889 0.05827506 0.06333283 0.06522771 0.07195724
 0.07241717 0.07361834 0.0775567  0.07968607 0.07960526 0.07685228
 0.08654436 0.0928669  0.08533324 0.08571609 0.08943958 0.08805157
 0.09169353 0.10057136 0.10416666 0.10737437 0.11626748 0.11739608
 0.12042401 0.1268797  0.1271463  0.1127861  0.11756333 0.12107091
 0.12307172 0.11096343 0.11636233 0.12446657 0.12583892]",average_loss,11.374014973640442
"[0.24947016 0.18447725 0.15999821 0.12251039 0.1400862  0.16732913
 0.15880498 0.14869232 0.1372558  0.13275376 0.12730844 0.12931444
 0.11839149 0.12681058 0.10782162 0.10632488 0.1001318  0.09926567
 0.09621282 0.08729757 0.08669931 0.07896606 0.07942147 0.07685227
 0.0743421  0.07504368 0.07183654 0.05647764 0.05359809 0.05002741
 0.04919944 0.04791342 0.05891404 0.05050143 0.05250898 0.05458409
 0.05259538 0.05630596 0.05140515 0.05364086 0.05579372 0.05515088
 0.05412154 0.05342573 0.0553467  0.058996   0.05757089 0.05522769
 0.0517449  0.04851974 0.05111096 0.04947767 0.04886862 0.04701968
 0.04580081 0.05227287 0.05286986 0.05656094 0.05050007 0.05025585
 0.04859382 0.05579927 0.05504962 0.05594018 0.06169624 0.0594526
 0.06069053 0.06232656 0.05817937 0.05727209 0.05635915 0.06536775
 0.05991102 0.06018613 0.05592105 0.05720314 0.05841873 0.06404985
 0.06088957 0.06476151 0.07270214 0.08126345 0.07933839 0.0876659
 0.08290666 0.08970749 0.08696309 0.0765695  0.07163346 0.07858187
 0.08260447 0.07742839 0.08526196 0.07564415 0.07798728 0.07024397
 0.07167932 0.06952047 0.06000408 0.05592105 0.05503505 0.05230505
 0.05876002 0.05256695 0.04751462 0.04806553 0.04865219 0.05003829
 0.05270225 0.05214564 0.04866962 0.05008408 0.05222167 0.04460507
 0.0498529  0.05212783 0.05412169 0.06524937 0.06282012 0.0678454
 0.07005014 0.06374799 0.06923644 0.07723734 0.07500001 0.07260991
 0.07716919 0.08504038 0.08751895 0.08951163 0.09482513 0.09968103
 0.10711524 0.08914106 0.09685674 0.09890882 0.10666315 0.10666955
 0.12020887 0.11219453 0.13142341 0.10800826 0.1155095  0.13591926
 0.12874322 0.11687773 0.13034822 0.10612997 0.10983308]",losses,11.709193766117096
"[0.23401627 0.21337123 0.14769065 0.15686962 0.14178766 0.18446179
 0.17252481 0.15535234 0.15242003 0.15448776 0.14123867 0.14063694
 0.12716465 0.12706976 0.11513159 0.12097714 0.11802679 0.10508041
 0.09852562 0.09109312 0.08697253 0.0862085  0.07978747 0.0726099
 0.0743421  0.06693222 0.06351627 0.06601095 0.06030077 0.05413925
 0.05289999 0.04399323 0.04485646 0.04670652 0.04270186 0.04496576
 0.04398029 0.04668332 0.040691   0.04504336 0.04622487 0.05232264
 0.0552297  0.05360206 0.05247493 0.05545487 0.054683   0.05804954
 0.04940193 0.04769737 0.04676213 0.04415227 0.04504551 0.04911367
 0.0405282  0.04296188 0.04128132 0.04472476 0.04112608 0.04385965
 0.03785409 0.04256541 0.04667739 0.05121874 0.05737974 0.05046352
 0.05791034 0.05834451 0.05857664 0.05697839 0.05034789 0.05816324
 0.05705811 0.05597486 0.05372807 0.05693993 0.05896005 0.05666962
 0.05427721 0.052426   0.05990091 0.07135254 0.07229922 0.07698578
 0.07576209 0.08065306 0.07566509 0.07647905 0.07186066 0.07035819
 0.07548205 0.07197265 0.07990981 0.06708301 0.06822904 0.07119579
 0.07028763 0.06916545 0.05946659 0.05592105 0.05234311 0.0536152
 0.05335797 0.05115737 0.0425543  0.03776829 0.03603336 0.04253255
 0.04017074 0.04410886 0.04804273 0.04869287 0.04773709 0.04220048
 0.04311049 0.05012611 0.05833896 0.0591513  0.06304304 0.06921601
 0.07117508 0.06687762 0.07220797 0.08203279 0.08092106 0.07636277
 0.08234946 0.09018018 0.08870286 0.09109312 0.08686245 0.09615065
 0.10300522 0.09136575 0.09442008 0.10253691 0.11026479 0.11143687
 0.1150993  0.12041822 0.12306364 0.10641563 0.10951219 0.11421783
 0.13441473 0.12701653 0.10908969 0.11891002 0.12197544]",average_loss,11.491177916526794
"[0.24947017 0.14558142 0.13762084 0.12701651 0.14178765 0.16618696
 0.14648178 0.14695494 0.13045138 0.12511748 0.120424   0.12871853
 0.11746799 0.10979307 0.10660332 0.10693859 0.10322342 0.09781199
 0.09627888 0.09046055 0.07950472 0.0784404  0.08136407 0.07342575
 0.07171053 0.07004416 0.05660749 0.05556282 0.05144197 0.04317434
 0.04320277 0.04813121 0.04856254 0.04737376 0.05158956 0.05145813
 0.04887791 0.0512821  0.05077826 0.0482207  0.04977639 0.05319288
 0.05565867 0.05497737 0.05769632 0.05978673 0.0583693  0.05351442
 0.0517449  0.04605263 0.05115983 0.04789618 0.04886862 0.04768595
 0.04493516 0.05080438 0.05375413 0.05298543 0.0527976  0.04888523
 0.04716992 0.05112672 0.05540971 0.0565976  0.05909146 0.05722758
 0.05795472 0.06253304 0.05734066 0.05741895 0.05740011 0.06000829
 0.057775   0.06018613 0.05592105 0.05498053 0.0572922  0.06273195
 0.05845575 0.05653783 0.07014189 0.07822528 0.07470968 0.07734179
 0.07025482 0.07620057 0.07863588 0.07421815 0.07051253 0.07127194
 0.07646234 0.07018489 0.07604696 0.06770792 0.06712731 0.07405123
 0.07295901 0.07139242 0.05927113 0.05592105 0.05081436 0.05210349
 0.05255956 0.04878515 0.04177109 0.04027207 0.0406269  0.04764515
 0.04819385 0.04616478 0.04730185 0.04722435 0.04551448 0.04147911
 0.04239539 0.05083505 0.0569332  0.05845437 0.06765759 0.0678454
 0.06993296 0.06846649 0.0695336  0.07937999 0.07828949 0.07244673
 0.0810544  0.08632533 0.08879394 0.08729758 0.09049687 0.0917896
 0.09867696 0.096122   0.09137428 0.10011817 0.10426209 0.10607361
 0.11391605 0.11278197 0.12286921 0.10627086 0.11148391 0.13306382
 0.12590747 0.11462466 0.12755106 0.10890823 0.11038501]",losses,11.446262896060944
"[0.23953553 0.18114325 0.15384445 0.13912673 0.14859346 0.16276042
 0.15707973 0.14521754 0.13608935 0.13275376 0.12553355 0.12812261
 0.11959203 0.1268106  0.10782163 0.11085097 0.10075013 0.09864268
 0.09684058 0.08539981 0.0866993  0.07768111 0.07747886 0.07293624
 0.07236841 0.07438048 0.06307054 0.05782577 0.05076233 0.04317434
 0.04378236 0.04534352 0.05143796 0.0462478  0.04801405 0.04953446
 0.05113987 0.05050918 0.04559215 0.04485646 0.05051245 0.05286653
 0.05258439 0.05219148 0.05221386 0.06019929 0.05517564 0.05865423
 0.05098053 0.04934211 0.05350526 0.05021999 0.04942849 0.04968476
 0.04383343 0.04439915 0.04989127 0.05082778 0.0509902  0.04797149
 0.04624592 0.04738868 0.0516287  0.05597006 0.05648667 0.05384555
 0.05965535 0.0619431  0.05703167 0.05565672 0.05335351 0.06018402
 0.05800908 0.0591918  0.05811404 0.05925029 0.05818465 0.06027188
 0.0604204  0.0530134  0.06740507 0.07297487 0.07399985 0.0775198
 0.07732496 0.08417922 0.08052637 0.0792826  0.07413282 0.07127193
 0.07465494 0.07070889 0.080701   0.07239466 0.0707473  0.07386087
 0.07366284 0.07055327 0.06093248 0.05592105 0.05412112 0.05301051
 0.05351086 0.04978217 0.04385965 0.04214109 0.03985833 0.04568713
 0.0522054  0.05364085 0.04804273 0.05012274 0.04846486 0.04220048
 0.04239539 0.05254484 0.05763608 0.05963043 0.0629316  0.06921601
 0.06845649 0.06779242 0.06886501 0.07871678 0.07894736 0.07505744
 0.08558712 0.08644214 0.0926189  0.08634868 0.08623469 0.09739666
 0.09333029 0.09197945 0.09381094 0.10435096 0.10786369 0.10845728
 0.11509931 0.11865602 0.12753513 0.11090393 0.10836201 0.12449747
 0.13157897 0.11969405 0.10517365 0.11001953 0.11093695]",average_loss,11.453110456466675
"[0.24339898 0.18225461 0.13314536 0.12082057 0.13157894 0.16218933
 0.15190399 0.14058445 0.1399776  0.13510339 0.11961723 0.13974304
 0.11691389 0.12197315 0.10355752 0.1252731  0.10722432 0.10092703
 0.0917524  0.09204199 0.08169042 0.08065986 0.07587411 0.06836753
 0.06842105 0.06774847 0.06552205 0.06148503 0.05610573 0.05139803
 0.04886505 0.04329631 0.04766798 0.04357886 0.04198676 0.04424438
 0.04470805 0.04448055 0.04143187 0.04709928 0.04271016 0.05243143
 0.05405004 0.04912346 0.05169173 0.05212    0.051948   0.05341364
 0.05127963 0.04523026 0.04177808 0.04311948 0.0437658  0.0437835
 0.03856082 0.03830637 0.04039704 0.04204312 0.03931868 0.0429459
 0.03927797 0.04217352 0.04478689 0.05283239 0.05350977 0.05001852
 0.05394714 0.0565452  0.0548687  0.05462877 0.04641858 0.05412168
 0.05616567 0.05495129 0.05482456 0.05793428 0.05771648 0.05420955
 0.05172608 0.05198544 0.05495699 0.0691108  0.07158938 0.07467175
 0.07107347 0.07963706 0.07575512 0.07334393 0.07023986 0.06807383
 0.0706572  0.06599291 0.06925207 0.06411474 0.06445165 0.07005361
 0.0657767  0.06471149 0.05790295 0.05263158 0.05229326 0.05432066
 0.05035117 0.04974779 0.04568714 0.03745091 0.03833907 0.03622337
 0.04042836 0.04354815 0.0453072  0.04436462 0.04325253 0.0406375
 0.0445407  0.05125206 0.06115047 0.06124206 0.06707799 0.07058662
 0.07321399 0.07024798 0.07555092 0.08085944 0.07500001 0.07636279
 0.08460175 0.09029699 0.0873368  0.09014424 0.09062901 0.09137426
 0.09467603 0.09688914 0.09685673 0.10797904 0.11446667 0.11441646
 0.11805747 0.11983082 0.12131393 0.10351998 0.10951219 0.11421785
 0.13498186 0.12757981 0.11020856 0.11613175 0.12142352]",losses,11.23086428642273
"[0.24671054 0.1811433  0.1583199  0.11913081 0.14802632 0.17646655
 0.16480228 0.1411636  0.13375638 0.1368656  0.12198374 0.13706137
 0.11691391 0.12076376 0.11330409 0.1246594  0.10424183 0.0969813
 0.09426343 0.08698127 0.08551539 0.07820676 0.07652164 0.07032554
 0.07171053 0.06907488 0.06886502 0.06148503 0.05734783 0.04934211
 0.04759438 0.04212025 0.04517595 0.04470481 0.04341696 0.04328254
 0.04976301 0.05190042 0.03955119 0.04448266 0.04572803 0.04568713
 0.05140474 0.05282623 0.05090852 0.0588241  0.0537317  0.05804954
 0.04945178 0.05016447 0.04676213 0.04424909 0.04504551 0.04740041
 0.0407643  0.04089971 0.04393411 0.04420076 0.04195319 0.046144
 0.03700582 0.04349991 0.04384164 0.04772247 0.05574244 0.05126452
 0.05564776 0.05716463 0.05486869 0.05859376 0.05069977 0.055176
 0.05616567 0.05609183 0.05811404 0.05907482 0.05884301 0.05675749
 0.05531817 0.05242599 0.05734067 0.06772446 0.07428081 0.07796479
 0.0771017  0.08349191 0.07742055 0.07506222 0.07243628 0.07447004
 0.07442519 0.06614702 0.07413882 0.06648936 0.06460904 0.07138615
 0.0695838  0.06851994 0.06029725 0.05838816 0.05310749 0.05190193
 0.05210089 0.04758186 0.04412072 0.03854411 0.0375705  0.03741994
 0.03641681 0.04280054 0.04456633 0.04509887 0.04398029 0.04364324
 0.0445407  0.05196101 0.06006421 0.06263591 0.06649839 0.07058662
 0.07173754 0.07159613 0.07688811 0.08019623 0.07697369 0.08027881
 0.08817727 0.09286689 0.08924929 0.08856276 0.09188455 0.09531996
 0.09293018 0.09873024 0.09807506 0.10391903 0.11746799 0.11680015
 0.11924075 0.12453008 0.12481336 0.11220695 0.1158381  0.11650221
 0.13725048 0.12589    0.10797083 0.11724304 0.11921582]",average_loss,11.308358550071716
